Original,Adjusted
29.9641,20.0331
5.67765,10.0075
4.32035,-5.65175
7.60057,11.7686
29.0002,10.5239
0,12.6123
40.2799,19.3458
33.8077,15.6422
0,9.61215
39.2962,34.986
0,10.0954
0,2.88911
0,5.92467
0,14.7009
12.98,13.6029
0,-3.45294
1.62175,5.40174
0,21.0701
0,5.92252
0,12.2859
0,5.77716
24.1078,12.4256
7.10736,-0.660979
0,-5.19799
17.3394,11.0929
0,3.73311
11.8743,11.2547
0,12.8804
0,17.4048
14.0886,6.31966
11.9393,14.0645
2.4597,-0.506011
0,5.26201
22.6704,17.1141
0,1.61792
0,12.9439
0,6.52654
10.6699,5.15762
0,14.8855
0,1.8448
14.3862,6.05439
0,15.231
34.941,19.4865
69.5722,40.3713
0,11.6545
0,8.64014
0,11.5512
4.22126,12.1762
44.1762,28.7948
2.70606,-6.19821
0,11.8821
10.7784,3.05722
32.2239,21.9105
0,13.5963
30.987,22.533
29.2972,17.7047
0,12.3797
3.81034,5.77626
21.0734,18.2973
48.6757,38.836
10.4104,6.51168
0,-10.5288
3.09957,-4.42688
32.8444,14.386
16.0116,10.5416
0,8.44079
0,4.05393
0,9.24041
5.30708,4.24612
39.9489,33.4359
1.93985,8.31884
0,4.28442
0,10.3495
0.651197,-3.1706
0,-1.95249
38.3127,23.8719
0,16.1553
16.0372,8.10919
62.0283,43.9444
16.9132,19.3944
1.22522,3.80431
0,7.33131
0,24.7056
73.5862,31.999
39.4948,21.5044
37.0156,23.8898
38.0954,20.9312
18.9036,11.6359
0,14.7357
19.6661,8.81724
0,10.1566
0,14.4915
0,15.2806
17.9673,10.839
0,8.44623
13.041,9.1862
30.2731,19.0629
0,24.3357
0,6.71803
0,-3.60545
11.0795,5.8932
71.6651,40.2254
0,-4.45583
1.57584,-1.9984
0,9.06661
0,-0.491504
12.5703,9.59251
0,12.6343
6.49937,-4.02509
0.884694,1.00968
0,16.3379
18.2909,14.5864
0,5.74999
20.9267,2.01093
0,-3.44233
21.1556,19.6982
46.06,35.6989
0,4.83879
22.643,14.5753
11.1962,3.23717
5.63936,0.544439
23.8868,14.7027
23.0815,14.9416
9.18768,12.1556
0,7.40262
0,6.25994
63.1225,26.245
0,9.04273
30.6411,13.5422
30.0809,11.7136
0,9.18479
15.2418,14.9079
31.7488,21.1476
0,4.15982
0,-3.41695
0,2.22812
0,7.02605
0,11.6654
29.0108,14.1105
1.50972,-5.36822
33.4817,16.2374
0,10.7013
0,-4.55139
1.0781,8.31841
0.844181,1.9888
50.0109,32.1011
0,-0.619012
0,-6.40814
28.7533,11.4504
19.8466,24.3264
10.769,9.95335
0,18.0512
4.99084,0.84237
4.84672,-0.857267
0,20.9847
5.76146,-8.66795
10.7275,-0.653012
22.2963,18.3645
3.15631,-1.86474
0,10.0259
47.2511,34.8651
10.8686,-0.39681
0,-2.10372
20.947,9.24585
0,6.80234
10.0598,12.2476
1.25009,-6.31836
9.79286,5.604
8.04059,8.135
4.71717,-4.31931
0,1.6844
0.203927,2.14538
31.0086,13.0613
25.566,16.6221
5.59882,1.34558
33.3609,10.4674
11.0821,4.88423
0,13.364
0,-0.996325
0,8.4776
8.19663,12.1694
9.60326,2.23658
0,12.5565
17.6316,9.35928
16.8093,4.31448
12.2159,4.12778
0,12.7923
0,13.62
19.6263,3.50287
0,20.7624
0,8.09372
18.7548,4.05731
13.3989,0.552962
27.1051,13.8555
9.02399,16.9201
16.392,12.5023
0,16.393
21.2159,7.18305
25.9765,13.2045
42.0277,23.5639
12.8207,14.3554
25.1306,2.13389
0,11.0292
22.2405,5.14879
0,12.3199
0,0.350131
21.2781,12.2991
0,3.74735
11.0226,7.14814
0,1.38968
0,5.61772
54.6123,30.799
43.1443,33.3164
0,10.8668
13.1949,11.5983
0,0.348015
27.003,21.0257
4.92898,-2.01561
0,29.488
12.727,4.29147
0,11.9598
0,13.3923
0,-4.54285
0,11.9745
34.7202,9.84464
0,14.4082
0,22.4732
0,0.362237
10.1734,0.304691
0,12.5076
0,-1.3977
0,4.41443
17.3865,9.59116
0,3.73234
1.13355,0.933341
0,11.8948
0,12.1638
33.6333,19.7563
30.595,18.2014
0,14.6613
4.81659,10.6146
4.21651,6.86377
25.8888,-1.09565
33.6584,26.6652
0,-0.26949
15.5401,9.35934
6.50366,8.09426
0,5.39167
0,1.79082
8.02807,13.5225
83.109,39.8666
0,17.8899
39.8202,24.5303
59.4714,33.9813
9.31936,1.98763
11.8267,14.2169
25.8529,9.77726
30.4064,24.2727
0,-0.28545
13.2268,8.50461
33.4788,7.06925
0,8.14717
0,9.29192
13.2648,5.18997
0,16.3553
0,18.4337
0,11.7044
0,15.2935
0.232211,-1.81917
12.3406,-10.71
1.65346,1.73384
49.8383,24.0982
7.80495,12.6793
15.2722,9.65505
8.51077,4.80305
37.3998,29.8625
25.3344,16.9042
0,14.8666
3.67868,6.35887
20.0884,11.5807
0,-4.77253
15.7641,-2.27288
0.736123,14.1467
0,-3.13224
0,7.2726
0,0.826032
0,6.96015
56.2731,35.8236
15.1799,10.6202
33.311,18.9972
1.20774,14.0439
14.8297,17.8851
0,6.68596
0,12.2101
10.615,3.24369
63.3679,30.757
11.0701,18.8753
0,-5.05411
23.6862,16.6675
21.8754,22.3774
42.9213,30.7926
0.732781,8.64888
9.99098,-5.50798
18.9213,8.49946
11.3975,-0.815854
0,10.061
0,-2.78863
34.187,17.2884
8.17564,5.39619
0,19.1361
9.35354,-0.0116715
0,15.8634
0,11.6307
16.7199,13.7883
0,26.8131
8.83237,7.72467
3.25789,10.381
0,4.69179
12.4983,4.49252
0,4.45269
0,20.7366
7.04039,5.40384
19.419,8.55961
37.8878,22.1201
0,16.164
0.993763,7.44495
0,23.8256
16.0399,4.10718
0,3.91051
0,16.1469
0,6.603
24.5586,14.8846
33.9345,13.1946
24.3509,15.3535
0,23.2134
71.0963,45.1905
5.05121,12.6817
30.3451,14.4711
0,15.9322
11.7963,18.9711
0,9.23583
2.43386,5.18191
0,3.84312
0,1.24222
10.9349,17.0352
0,8.78442
0,15.3458
0,24.1328
1.37214,0.887505
0,8.09455
0,3.73211
25.4696,18.8119
0,10.9748
1.33102,7.0571
13.7309,1.4742
16.3899,6.07758
1.06686,5.96357
15.2181,1.07137
0,-2.15984
0,4.58633
4.91597,8.84692
5.6539,-6.85782
0,8.81285
0.138114,5.35656
0.722379,2.00467
5.45155,13.5057
0.845996,2.50432
0,18.1993
11.5282,9.1981
28.8019,13.403
28.78,15.3176
12.1787,1.55119
0,10.8959
15.916,6.35301
33.4837,11.5944
39.521,14.9113
24.2307,7.35991
0,3.42955
0,11.1099
12.8469,4.21581
24.0538,9.87476
19.5361,13.17
0,18.5893
3.13627,5.35777
23.6285,6.07641
66.9482,44.856
0,18.4656
1.67369,-0.871248
0,9.17628
30.0076,16.9302
0,5.57177
0,11.7629
8.34259,4.40186
13.0995,14.1389
21.946,17.9634
9.46041,15.7195
12.2042,15.6021
0,-1.68548
0,-1.82901
68.7659,40.5954
4.3851,-13.2599
0,4.3351
0,6.71074
4.53638,6.34056
26.3614,12.6536
0,8.16294
40.6943,17.8691
7.28015,-1.69528
5.16618,5.79793
8.19124,12.2977
0,9.5533
30.3188,13.8737
58.5198,34.9693
3.40407,2.68265
8.74259,4.27629
0,-0.759775
0,20.1756
0,1.34582
10.6606,12.0286
2.95198,-0.882692
0,10.9437
17.5215,6.51143
0,-9.6556
32.8519,22.3681
7.63505,1.78911
9.30731,-2.65002
26.3106,19.7288
0,4.52043
17.4908,10.1567
31.4067,17.5132
44.4523,20.7877
0,17.5155
0,20.6127
0,5.10132
0,4.95561
0.599214,8.66466
11.0261,11.0491
0,14.924
29.3212,9.96705
0,9.64813
0,-6.01851
20.7739,15.6123
0,20.6823
0,5.7783
0,-4.58497
0,12.5014
4.54861,10.5012
16.4274,10.3519
0.377041,2.18678
23.3503,25.2989
7.1376,-14.1826
13.9105,-1.47642
0,9.5671
0,-0.368725
11.2031,1.24118
13.7299,2.80102
0,-5.73096
17.0251,9.43053
0,11.9567
0,2.43416
63.3161,45.1558
12.7693,4.41738
0,11.4364
0,15.6448
0,21.8572
0,20.9731
6.48436,4.78936
24.3387,19.7215
43.115,24.7638
0,0.897091
0,2.79922
0.616177,-6.1426
3.13906,8.73192
42.749,23.0999
14.9788,4.80586
0,7.77152
0,16.1349
0,-2.45619
0,4.46269
8.90546,6.39921
15.4228,5.24716
0,22.3625
18.4164,15.7035
0.46104,1.79146
9.21814,12.5201
19.8997,15.4437
0,8.22332
0,11.164
0,8.06287
0,5.79081
9.89791,6.1057
6.68651,-1.62026
8.46471,-0.0160435
0,23.7473
3.64858,3.64237
10.5407,12.0425
5.84643,-4.10662
22.6568,23.6374
0,6.44634
0,-0.627927
0,9.85497
30.8947,26.3786
0,15.2074
6.70179,-2.4667
0,12.5362
0,4.57529
13.4737,3.81339
0,7.09853
0,12.2676
11.5033,9.2672
24.9141,11.8425
0,16.9724
0,10.1201
0,-0.637494
0.280688,0.125096
10.586,13.2634
68.7611,46.3649
33.5028,18.0546
1.08086,3.66111
20.9785,14.0776
4.01512,-3.46284
16.1318,13.8253
8.26834,1.86566
0,1.11073
0,9.73899
0,5.35053
0.385875,1.92739
0,2.85415
28.4393,24.4587
0,15.2691
0,7.80284
6.50613,9.62811
14.3556,12.4701
12.0205,13.7323
5.28808,11.4456
34.3111,16.2921
8.78054,0.401865
0,12.1581
0,-1.26428
0.280636,6.46377
0,6.98381
0,12.4373
9.30481,13.0859
0,-1.42559
7.01472,-0.877466
19.6557,18.0528
14.0784,10.31
0,13.2606
4.03835,-2.87848
0,11.2194
0,8.55028
7.96876,-2.72424
7.98306,6.73229
11.4528,12.7783
23.6066,5.47557
0,-2.01113
0,14.2067
0,7.64305
1.94218,6.18788
2.81878,12.3446
0,10.7314
4.09614,2.17244
19.8654,24.9149
16.5795,17.2193
34.6112,23.4637
0.448848,-0.398569
0,13.2346
0,-1.91037
0,15.8742
11.8208,11.5067
35.3576,21.1943
36.6344,24.5833
0,12.4344
8.79759,1.60602
0,1.70911
26.9729,15.1882
0.323691,-4.84759
18.7239,4.69355
0,1.1808
17.8126,8.82541
1.97933,5.21923
25.6771,11.7431
0,8.17653
0,-4.5963
30.7841,17.3877
38.0733,27.8708
0,11.59
0,8.51366
0,18.5751
18.6623,4.40896
0,2.40909
25.3317,12.1969
0,13.3269
0,3.40202
86.0036,53.3213
3.663,5.88
0,8.77288
13.1242,9.32782
0,5.30761
0,13.3989
6.00959,4.94928
1.89681,5.78004
16.579,11.2128
0,6.32859
0,-1.28605
0,13.3056
44.6149,14.8404
16.4303,12.174
0,14.2951
15.629,19.8857
38.2663,30.8835
2.00167,-0.85739
4.30074,12.1277
33.1097,19.7697
0,2.46646
0,0.495675
0,14.7302
15.3828,8.96933
19.2362,7.36507
0,23.6635
0,-3.80607
0,5.63952
0,8.25513
0,3.41993
1.82497,1.33701
0,0.871091
0.0269014,-1.38719
0,5.71525
3.30354,5.30077
0,14.9131
0,24.4195
21.5345,5.52037
0,3.89603
9.93449,12.6458
0,-0.96332
18.4293,14.8337
0,1.96533
0,25.306
18.662,20.2814
15.3448,2.56597
0,13.6313
0,2.14768
0,9.42573
0,15.7144
11.5244,14.6433
15.677,12.7384
6.54741,13.5937
16.2323,15.2369
0,6.75265
6.39661,7.98208
47.305,32.0336
31.0071,31.9816
20.8628,14.5485
9.13168,2.2833
0.183865,3.2333
3.1333,12.3078
19.5775,-2.57286
22.8664,4.52508
0,6.33528
55.6907,31.1259
0,15.0563
4.08097,0.406253
24.4958,25.1856
0,10.3055
0,20.5648
0,12.3229
33.595,17.6262
0,7.8767
11.3171,3.9936
18.3861,15.5861
4.40146,11.4929
30.8648,17.8124
0,16.0126
0,21.9103
0,12.0399
0,12.3833
0,3.92932
11.8779,1.11634
28.8927,9.95348
0,3.84206
22.4062,22.8842
0,19.0506
11.8814,2.60536
7.10372,12.9931
60.1012,27.1347
7.94966,6.69958
54.1213,27.8916
0,11.7297
0.299146,7.91452
10.7663,16.4615
7.67855,5.32699
45.0428,27.5188
6.74743,9.54994
1.05086,-1.25234
0,15.35
28.1255,15.3249
0,10.3405
0,5.33243
0,-0.962865
0,13.7532
36.2638,29.9294
1.44464,1.73395
0,9.68938
0,15.8467
0,10.5285
0.707237,6.6336
0,15.2779
37.1083,14.5249
0,9.60484
0,9.26693
0,3.22165
13.767,10.5591
29.6247,24.5941
18.4844,7.43236
16.3348,6.26503
0.623819,-4.6117
31.8801,15.1101
21.8532,20.8632
0,-1.52846
0,9.23379
0,18.1249
66.8005,40.8483
29.9618,17.7442
2.59652,2.84748
16.1865,11.0618
0,15.1627
0,5.00862
28.3102,15.783
36.5763,13.529
12.4929,6.77848
29.0933,8.78863
2.45411,9.21534
6.98638,4.22319
0,-1.34587
17.7751,24.7728
22.7744,12.396
0.585149,1.07997
0,24.0276
0,15.334
0,0.58195
21.197,16.2596
10.7551,4.25427
40.6012,17.633
0,15.3551
14.2216,4.8081
26.9073,9.67424
37.8607,17.3563
0,-0.913595
0,6.4641
0,11.622
0,-0.232693
0,6.97955
0,8.67651
45.3065,41.5843
25.9606,2.56665
0,7.73483
42.3516,37.1393
13.3918,10.0907
20.8624,10.4704
0,-0.224061
25.603,12.5914
0.755608,7.30553
47.3861,26.5695
13.9529,5.92813
0,29.7915
0,6.16474
0,17.2556
8.50284,4.62989
7.39963,10.8828
48.2405,27.2719
0,3.67461
0,7.69503
0,-2.16662
8.23499,17.0016
8.66381,6.9845
9.09785,11.7172
0,-0.94848
0,14.1876
0,20.1992
17.6468,12.3186
12.3471,8.54698
12.733,11.7062
0,2.2786
0,8.14648
29.1112,24.8976
32.5324,23.7899
3.36331,12.2535
0,3.74692
0.575162,2.90374
19.0443,9.0583
22.2556,11.7421
0,6.94649
0,7.15597
0,6.67549
0,6.81055
9.7235,7.04365
0,12.4604
6.53331,7.26009
39.1259,25.6424
0,15.7957
35.5095,24.0032
0,11.1073
0,12.3298
19.5964,11.4586
31.8265,16.4924
14.2968,9.67994
59.3911,28.7603
10.913,13.6383
4.15595,10.1804
0,8.4776
0,8.42559
22.4245,16.9617
0.421529,8.80979
21.3778,18.028
0,3.7088
0,5.512
49.0729,30.1334
0,19.0539
22.0758,20.7122
1.3156,9.31473
3.67264,9.6797
0,6.57386
7.92033,4.8267
0,0.180043
22.3789,0.573329
15.2035,5.47836
0,20.2684
42.3647,25.4331
0,-4.32356
32.6318,21.855
38.2666,27.1923
0,15.7407
0,3.6276
15.2199,7.82698
0,8.51631
32.5913,15.1819
2.13716,-1.05379
24.5997,11.7212
7.03767,12.2016
4.36757,6.52295
0,20.3323
13.4506,9.64467
0,3.48354
0,-6.0784
0,0.69286
45.4271,17.9045
0,19.6226
23.074,25.2822
9.80775,5.8108
0,10.4522
62.401,36.6577
0,-2.71032
0,2.02483
16.309,9.86421
17.1946,6.00083
0,18.1654
0,18.067
38.5171,30.674
14.0712,12.6244
0,9.30858
38.7525,17.4017
3.09659,-2.82247
0,10.7356
4.49518,14.3001
14.3586,8.32905
12.9793,24.7394
0,3.45273
0,6.28421
0,7.25629
0.0500158,-11.5756
0,8.5012
0,6.07203
0,12.7252
0,14.1597
38.5383,30.4081
0,3.01816
19.2986,10.9791
2.01435,5.54283
0,17.9163
16.6088,14.4602
29.9672,14.7868
13.2699,2.30343
0,12.9881
0,16.9417
10.2129,9.25092
0,8.23585
0,10.261
44.9701,30.6215
0,9.78029
0,7.47722
0,7.89541
13.659,14.243
1.57189,3.47544
0,16.8416
0,3.92895
0,19.0872
53.1635,10.3121
4.47169,3.50767
32.2341,27.1514
4.46315,1.21073
19.8575,12.9031
0,-4.22101
0,0.650026
28.9759,15.9349
50.5238,20.9045
0,-0.683372
17.3266,17.749
0,10.7694
17.2759,5.19483
6.10499,0.325209
10.8948,14.7437
0,3.02309
40.6017,26.3154
0,0.103798
0,6.39773
0,-2.96845
0,8.92775
0,25.4819
12.9756,10.6523
0,9.49316
0,14.2491
7.18159,4.57513
2.27077,0.69299
0,17.1845
0,6.48181
10.0301,4.05497
0,10.0081
12.565,7.11247
38.955,22.8665
30.4796,25.3726
1.33918,6.71864
0,-5.52891
20.4497,4.35578
15.8672,2.96949
12.8299,7.26655
0.186376,-1.17729
0,1.31549
0,0.225515
48.523,29.2943
27.8954,24.5925
1.00376,-5.79945
0,3.94061
0,6.36718
11.2279,10.0181
0,10.8183
23.2783,19.6797
0,5.05697
5.18469,12.4957
0,12.3529
0,12.8483
0,19.4262
18.2862,7.96899
15.8163,6.29928
32.5968,17.5356
0,3.69754
0,8.30691
28.6297,23.376
0,6.13764
0,9.18503
0,4.85536
0,21.7584
1.8541,0.0669109
43.026,23.5611
0,15.3165
0,4.50872
0.667124,9.05345
0,8.23884
0,7.66418
5.53571,15.3827
33.245,22.8326
0,16.393
15.4416,11.0469
0,9.93744
0,19.3445
0,0.128218
0,18.1656
0.585649,1.62051
29.8015,15.1435
4.03331,4.2552
48.9032,20.9485
1.62826,-4.9472
0,14.2094
38.08,12.6225
15.4573,13.9524
43.0094,28.3683
0,14.9685
0,3.10145
13.903,5.33823
1.1383,-4.21797
0,5.09321
25.3474,26.2785
0,11.0041
14.4136,4.82167
0,13.6221
18.7543,-0.138479
0,9.35905
7.02741,-2.86786
0,8.11662
2.61826,-6.52239
31.3473,30.1111
23.0915,4.64529
2.04719,-2.26045
7.61029,-1.62599
72.054,40.1948
0,11.8838
0,14.7263
22.8828,24.0396
31.3577,18.324
0,4.01634
37.924,13.5628
30.0977,19.2467
0,-0.739048
16.6321,13.0788
0,7.29956
35.2118,14.2183
10.7054,5.33313
0,15.6886
14.1077,-2.79488
0,5.99826
0,13.698
0,20.6017
0,5.59677
16.8773,4.36324
24.838,6.78242
0,22.7937
0,8.07048
19.2332,13.9919
40.4554,28.338
0,5.3192
31.1618,18.9129
0,11.0139
0,12.1959
43.4703,20.3705
27.0506,16.2326
23.9391,6.50457
0,13.1281
0,16.7457
0,10.5805
7.08297,-0.46394
0,5.91147
13.5085,5.04787
8.4658,7.8152
16.1926,-2.01667
0,15.7969
0,13.9475
0,2.49526
2.14054,-2.10209
0,21.0006
0,25.3253
0,0.762528
0,28.1504
16.9097,9.72575
3.98417,10.2689
0,3.78832
0,8.63759
0,4.65364
16.7345,15.6487
5.13636,16.2178
28.302,10.913
0,9.05453
0.949135,-2.26848
4.43108,10.2326
20.3411,11.7305
0,31.7437
5.00662,-2.89625
53.5033,22.0763
13.386,16.8328
19.7786,22.7617
15.6565,10.6743
6.45485,-0.226994
25.6197,11.083
0,4.88261
0,14.3961
0,13.4589
53.3638,23.6966
4.65959,2.00144
2.8818,2.44009
15.5222,0.121015
8.96129,1.66868
0,1.4757
0,8.41232
0.729962,-6.1947
0,-13.0788
29.8228,22.2255
7.81398,3.17622
0,7.17924
0,10.4571
1.92205,5.09734
4.33225,8.55256
0,16.9483
5.23236,-7.67726
11.934,9.09361
0,-2.6571
0,-0.299938
42.4541,20.9102
4.24518,6.41193
9.48454,18.6039
0,4.61932
16.8193,1.19993
14.9102,10.7506
0,3.06258
0,11.9857
0,-11.8317
22.199,22.0752
19.8791,9.47041
0.901643,4.73906
0,2.38844
17.5823,17.0643
3.36942,0.910447
3.84896,1.37118
0,4.55645
0,13.5897
0,3.14497
0,21.086
0,8.49702
4.78693,6.34588
51.2704,40.0461
0,10.188
0,2.54574
0,25.1263
0,16.9695
21.6043,13.1175
0,7.65074
0,13.0644
27.9385,6.26027
2.17892,6.30599
7.80401,8.66803
17.5841,17.5626
1.18205,-9.32218
0,5.22426
43.8462,14.2184
0,11.7013
18.1712,14.0675
20.2423,16.7122
3.86504,5.9719
1.22388,6.8398
7.38358,5.82264
16.7693,15.7663
0,9.12482
38.2408,25.7384
15.678,20.7175
31.3533,19.2792
5.86049,1.62929
49.7039,33.8323
25.9971,17.4729
0,9.91234
0,11.0294
0,13.186
0,-1.70355
0,7.63499
0,14.5447
13.2321,3.49762
4.78849,-0.506542
34.8621,30.0898
10.113,11.0855
5.74295,6.89315
0,4.38636
0,2.67278
20.8783,-9.99844
6.46257,0.121655
0,4.79667
20.6997,2.01345
11.6276,7.75733
0,17.3811
0,21.7481
0,10.8757
0.401234,-13.6876
2.82913,1.13702
0.00281102,2.51965
0,9.67441
0,-1.31658
31.3966,23.5524
0,11.1403
22.365,15.3737
1.54087,13.0335
0,1.39089
14.298,9.30535
0,10.6161
0,3.95554
0,6.67187
22.1413,24.4033
0,11.6987
28.1409,6.95959
0,14.5497
0,9.33246
0,7.33597
0,8.64199
12.071,9.24062
15.6736,9.65622
28.973,27.1115
7.90885,13.5431
21.9138,14.7282
0,7.54129
0.700276,14.0194
14.4405,4.27428
19.9528,17.3397
5.19776,2.42579
3.65776,6.63904
0,13.5913
0,14.5989
6.64534,9.54165
0,16.2441
17.528,15.4258
32.0138,24.276
0,10.0772
38.0853,28.3226
4.75351,4.52917
8.17899,6.89571
0,10.9585
20.3258,10.4688
0,11.4334
2.58687,1.48733
0,14.1665
0,6.54116
40.0092,12.6697
32.1645,16.6533
21.1013,21.8202
2.12193,6.06021
51.8066,24.2841
7.76279,7.34428
34.8582,13.4875
2.5731,0.561721
0,-3.17984
28.6625,24.6346
12.9931,7.28728
30.6782,28.4627
0,12.759
0.245165,-4.12814
0,14.7051
0,7.42463
0,10.1654
0,8.79082
10.537,12.2993
0,4.04092
7.78321,10.0609
0,7.69194
0,12.9923
14.7609,9.74097
41.4805,33.6274
7.83712,12.2757
0,12.3475
25.9582,10.3376
8.92057,3.9942
25.6433,26.3966
0,19.789
9.23964,13.491
8.82672,1.52545
0,9.58972
16.8933,10.7989
37.7007,22.4472
4.32472,5.69223
0,7.98684
0,4.04708
0,0.839579
19.4209,10.9188
16.5115,14.6225
20.2731,20.2844
0,16.0165
0,16.1883
0,8.07031
16.1777,15.7407
2.42627,-2.04981
0,3.73404
0,2.80755
0,5.09466
7.60703,1.96112
26.08,19.6816
0,9.79398
1.20878,-2.49027
21.7168,18.9553
0,17.355
0,3.16574
1.36293,4.20851
3.15071,1.57336
59.266,30.9338
0,-0.779078
19.1502,9.45257
0,9.8448
0,16.7151
2.72932,7.83043
0,6.43393
4.79184,5.47904
4.39302,4.91865
0,2.6801
12.7545,6.86711
15.5029,13.1358
18.8705,8.24285
13.4349,11.0494
0,3.53561
11.8932,16.333
7.64036,-4.60856
0,7.86529
5.99079,7.06045
0,9.45216
13.1925,12.1936
0,19.7878
25.2544,23.7422
0,8.64325
1.07599,-1.87598
40.1665,25.1619
6.24898,8.7821
25.2398,20.729
13.3898,-2.28041
0,4.20534
63.6584,34.8531
3.31685,-1.47878
0,-2.40829
0,7.28941
13.115,2.13275
0,11.8072
0.315455,-7.23207
63.2005,40.2227
0,1.91688
18.8955,8.39563
0,22.828
18.4623,8.15829
0,0.690603
0,23.6418
35.7194,16.5209
23.4328,15.2464
38.7651,17.8498
38.6377,11.3386
62.7193,33.9443
14.8398,1.34811
0,2.22382
19.9908,11.3013
0,2.50093
10.8424,3.88369
0.203506,9.3551
0,23.3041
0,9.25415
9.81001,0.600421
0,8.14461
35.1289,25.5793
0.427388,3.86601
31.0958,26.493
3.44509,7.17362
0,13.4214
0,7.5722
51.9447,30.4256
0,13.0498
11.7714,9.28885
5.15717,6.81249
4.45341,5.07677
0,18.8432
0,17.2468
0,8.07123
0,16.0092
0,1.90391
28.4577,5.74676
8.66932,6.88673
0,12.621
21.7202,20.3302
3.29131,-5.37062
0,-5.22289
0,9.46368
26.4244,23.7548
0,6.90432
39.8808,23.458
45.0336,21.8407
0,7.45617
24.4895,11.3814
10.5016,4.90367
0,-1.01861
26.8123,23.2659
0,0.530184
0,8.55518
0,8.13503
19.7523,0.543638
0,10.5547
0,-4.655
0,6.32842
2.0048,1.30252
0,3.13861
0,4.03681
0,23.2658
36.7464,19.1316
22.9862,16.9523
7.50477,-5.21194
9.17841,5.74358
22.3371,9.74048
0,6.32135
0.856494,10.2561
46.4297,20.5606
11.9005,19.9836
32.0376,13.3342
30.1332,20.3921
0,-4.29062
0,1.30592
17.4256,21.4758
13.7644,8.55796
4.87838,4.96212
0,7.54055
0,20.2886
0,4.45408
0,12.7437
0,17.1681
31.0827,32.469
14.8741,15.5004
31.6711,22.0417
8.21565,7.44454
0,21.833
0,11.4249
0,4.31631
0,-5.37802
0,3.12746
19.5656,17.4188
16.6027,9.42296
1.50702,6.39476
24.8103,13.5528
19.8474,3.80908
12.1209,9.37868
0,2.57227
0.829453,-0.425344
20.4027,1.56859
44.9489,25.3995
0.481937,5.91364
22.1198,15.6834
1.30816,2.68541
0,0.67349
0,9.36316
12.4439,9.28049
11.7706,11.9902
0,14.1614
16.1292,9.14115
11.1139,10.365
29.0262,18.8917
0,22.945
0,7.57599
0,20.4604
6.67021,5.02439
0,25.1754
0,7.26828
67.6225,31.2793
15.3604,16.3063
0,9.80788
13.0559,5.71961
32.7304,10.2297
0,21.4277
0,-0.836978
6.83953,1.46577
19.9698,7.05418
13.342,12.3437
0,-0.83339
4.12538,4.27585
18.8363,17.1226
9.77374,-2.97214
0,3.6342
16.8267,13.0635
35.4686,14.0237
0,-4.64098
31.4553,14.1375
0,0.174746
0,9.71261
30.4598,13.3
0,19.0619
0,22.1246
8.73669,5.1811
13.8336,14.4741
44.2303,34.0174
3.14584,8.77442
31.5112,23.7665
0,10.4853
18.8127,14.0875
0,8.74312
0,2.41752
6.61824,0.94934
0,3.86939
0,1.13373
31.5569,23.9969
5.26369,5.41276
0,15.3765
4.36008,13.2638
6.93742,2.91409
0,17.9516
15.5007,9.78699
8.09238,6.98633
1.86682,-7.96337
0,1.59886
0,13.6307
0,22.3106
0,17.8698
6.5879,2.73234
1.08902,0.289541
7.41067,8.82142
27.9861,12.3018
21.5388,16.0229
0,12.3195
0,21.1107
0,5.53347
0,4.29923
0,4.01053
0,-4.16615
2.50701,5.00707
0,15.9253
10.1748,-0.399254
0.968564,-0.643764
43.5938,29.9382
35.5907,20.9587
28.9248,12.689
0,13.8328
0,10.2668
1.1304,-6.2388
0,4.86604
20.6036,19.6032
9.16893,8.63394
0,8.69495
0.644636,8.45168
0,10.569
4.81031,10.0462
30.8683,24.6059
0,-2.71284
5.5065,7.00427
0,5.3649
0,4.71983
4.77606,9.77289
0,18.6524
12.4833,11.0924
0,1.90023
2.83934,-2.12863
0,7.62307
0,-1.70361
8.4734,1.81351
12.7288,7.34736
0,-1.83419
34.5366,12.8027
0,15.2923
3.11679,5.39065
0,10.0267
0,7.14192
15.2682,9.75619
0,7.23613
2.41585,16.222
0,12.4152
0,9.14874
0,8.93715
41.5029,33.2619
0,-0.466954
32.6623,21.9015
22.5523,16.4542
3.2751,3.25338
0,27.8331
35.6705,13.3187
0,18.0065
32.37,16.9971
0,17.3585
0,7.96477
6.08143,6.89886
29.9832,15.7768
15.0816,11.7795
27.4652,22.7657
0,1.2991
4.2387,8.09172
25.2075,23.9402
0,7.04869
0,10.2088
0,15.2136
0,13.2434
0,8.45546
0,7.93688
0,9.38012
0,0.751496
43.2804,17.6057
0,11.032
0,8.76113
0.0924501,4.01493
0,1.17805
13.3201,15.4196
13.7255,1.85511
7.18165,2.98784
18.6813,4.16678
0,15.0414
34.4332,19.6123
15.1472,14.036
5.02666,7.47802
0,3.33677
0,8.56292
0,6.23421
16.2739,17.3595
0,2.66611
0,8.87834
6.28636,4.07612
13.6488,-5.99049
22.2991,22.6115
0,10.4167
0,17.1705
8.02232,-7.92421
0,0.414096
4.80505,14.0099
44.4528,25.9132
0,20.5923
19.0374,3.81563
0,-4.48815
0,10.3399
28.3302,5.72193
9.64131,13.8468
15.4912,9.18817
6.25774,-2.85017
52.395,36.6514
0,5.57732
4.25788,9.72446
26.2132,9.18272
48.4809,29.3267
31.3328,14.7381
